131
-1	0.540302	0.841471	0.540302	0	0	1
1	-1.30729	0.909297	-0.208073	0.638961	0.693147	0.769239
-1	-2.73339	0.14112	-0.329997	0.890577	1.09861	0.454832
1	-3.83064	-0.756802	-0.163411	0.983028	1.38629	0.183457
-1	4.95601	-0.958924	0.0567324	0.999254	1.60944	-0.038632
1	-0.767782	-0.279415	0.160028	0.975687	1.79176	-0.219169
-1	2.10415	0.656987	0.1077	0.930466	1.94591	-0.366378
1	3.13486	0.989358	-0.0181875	0.873405	2.07944	-0.486994
-1	6.99017	0.412118	-0.101237	0.810127	2.19722	-0.586255
1	8.62319	-0.544021	-0.0839072	0.74398	2.30259	-0.668202
-1	-0.5353	-0.99999	0.000402336	0.677014	2.3979	-0.73597
1	10.4538	-0.536573	0.0703212	0.610495	2.48491	-0.79202
-1	10.3805	0.420167	0.0698036	0.545213	2.56495	-0.838297
1	4.79453	0.990607	0.00976694	0.481649	2.63906	-0.876364
-1	5.50979	0.650288	-0.0506459	0.420088	2.70805	-0.907483
1	-0.636652	-0.287903	-0.0598537	0.360687	2.77259	-0.932687
-1	16.994	-0.961397	-0.0161861	0.303515	2.83321	-0.952827
1	-16.4651	-0.750987	0.0366843	0.248587	2.89037	-0.96861
-1	-18.2434	0.149877	0.0520371	0.195879	2.94444	-0.980628
1	-10.5059	0.912945	0.0204041	0.145344	2.99573	-0.989381
-1	8.05708	0.836656	-0.0260823	0.0969178	3.04452	-0.995292
1	21.5842	-0.00885131	-0.0454528	0.0505287	3.09104	-0.998723
-1	8.06704	-0.84622	-0.0231667	0.0060984	3.13549	-0.999981
1	-11.1306	-0.905578	0.0176741	-0.0364531	3.17805	-0.999335
-1	-24.6097	-0.132352	0.0396481	-0.0772063	3.21888	-0.997015
1	-22.062	0.762558	0.0248815	-0.116241	3.2581	-0.993221
-1	26.6948	0.956376	-0.01082	-0.153633	3.29584	-0.988128
1	4.80975	0.270906	-0.0343788	-0.18946	3.3322	-0.981888
-1	16.9435	-0.663634	-0.0257951	-0.223792	3.3673	-0.974637
1	1.9874	-0.988032	0.00514171	-0.256699	3.4012	-0.966492
-1	29.3538	-0.404038	0.0295078	-0.288246	3.43399	-0.957556
1	31.5953	0.551427	0.0260695	-0.318497	3.46574	-0.947924
-1	-14.0006	0.999912	-0.000402326	-0.347511	3.49651	-0.937676
1	33.8088	0.529083	-0.0249579	-0.375344	3.52636	-0.926886
-1	34.1477	-0.428183	-0.0258198	-0.402051	3.55535	-0.915617
1	-3.34427	-0.991779	-0.00355455	-0.427681	3.58352	-0.90393
-1	27.4627	-0.643538	0.0206869	-0.452285	3.61092	-0.891874
1	16.123	0.296369	0.0251335	-0.475906	3.63759	-0.879496
-1	34.7861	0.963795	0.006837	-0.498588	3.66356	-0.866839
1	-23.9345	0.745113	-0.0166735	-0.520372	3.68888	-0.85394
-1	-39.7463	-0.158623	-0.0240814	-0.541297	3.71357	-0.840831
1	-0.179549	-0.916522	-0.00952346	-0.5614	3.73767	-0.827544
-1	-7.39023	-0.831775	0.0129096	-0.580716	3.7612	-0.814106
1	31.3134	0.0177019	0.0227237	-0.599276	3.78419	-0.800542
-1	-10.8511	0.850904	0.0116738	-0.617114	3.80666	-0.786874
1	6.29815	0.901788	-0.00939517	-0.634258	3.82864	-0.773121
-1	-42.1069	0.123573	-0.0211135	-0.650737	3.85015	-0.759303
1	-16.8288	-0.768255	-0.0133363	-0.666578	3.8712	-0.745436
-1	33.3136	-0.953753	0.00613454	-0.681805	3.89182	-0.731534
1	37.9913	-0.262375	0.0192993	-0.696444	3.91202	-0.717611
-1	49.5537	0.670229	0.014552	-0.710517	3.93183	-0.70368
1	-31.8624	0.986628	-0.00313444	-0.724047	3.95124	-0.689751
-1	48.4762	0.395925	-0.0173261	-0.737053	3.97029	-0.675835
1	44.5065	-0.558789	-0.0153576	-0.749556	3.98898	-0.661941
-1	-51.5949	-0.999755	0.000402305	-0.761575	4.00733	-0.648076
1	43.1708	-0.521551	0.0152361	-0.773129	4.02535	-0.634249
-1	47.262	0.436165	0.0157871	-0.784233	4.04305	-0.620467
1	-46.3222	0.992873	0.00205483	-0.794905	4.06044	-0.606734
-1	58.608	0.636738	-0.0130692	-0.80516	4.07754	-0.593058
1	57.9027	-0.304811	-0.0158735	-0.815013	4.09434	-0.579442
-1	13.1035	-0.966118	-0.00423117	-0.824479	4.11087	-0.565892
1	16.0222	-0.739181	0.010863	-0.833571	4.12713	-0.552412
-1	-24.6678	0.167356	0.0156492	-0.842303	4.14313	-0.539004
1	51.4554	0.920026	0.00612277	-0.850687	4.15888	-0.525673
-1	-58.7501	0.826829	-0.00865314	-0.858734	4.17439	-0.512421
1	-11.9319	-0.0265512	-0.0151462	-0.866457	4.18965	-0.499251
-1	-63.2556	-0.85552	-0.00772791	-0.873867	4.20469	-0.486165
1	61.9678	-0.897928	0.00647269	-0.880973	4.21951	-0.473166
-1	-5.76626	-0.114785	0.014397	-0.887787	4.23411	-0.460255
1	44.3552	0.773891	0.00904742	-0.894317	4.2485	-0.447434
-1	-21.9691	0.951055	-0.00435243	-0.900574	4.26268	-0.434704
1	67.0722	0.253823	-0.013434	-0.906565	4.27667	-0.422066
-1	47.691	-0.676772	-0.0100848	-0.9123	4.29046	-0.409522
1	-72.4655	-0.985146	0.0023205	-0.917788	4.30407	-0.397072
-1	1.62334	-0.387782	0.01229	-0.923035	4.31749	-0.384717
1	-13.7488	0.566108	0.0108465	-0.928049	4.33073	-0.372457
-1	-52.8308	0.99952	-0.000402273	-0.932839	4.34381	-0.360294
1	-23.4843	0.513978	-0.0109975	-0.93741	4.35671	-0.348228
